1458942363.880745, 1, -2.3922, 1.1920, 2.6783, -0.0040, 0.0167, -0.0284, -0.9994
1458942363.895968, 1, -2.3922, 1.1920, 2.6783, -0.0040, 0.0168, -0.0284, -0.9994
1458942363.911420, 1, -2.3922, 1.1920, 2.6782, -0.0039, 0.0168, -0.0284, -0.9994
1458942363.927197, 1, -2.3922, 1.1920, 2.6783, -0.0039, 0.0167, -0.0283, -0.9995
1458942363.942777, 1, -2.3922, 1.1920, 2.6782, -0.0040, 0.0168, -0.0283, -0.9994
1458942363.958207, 1, -2.3922, 1.1920, 2.6783, -0.0040, 0.0168, -0.0282, -0.9995
1458942363.973851, 1, -2.3922, 1.1920, 2.6783, -0.0040, 0.0167, -0.0282, -0.9995
1458942363.991078, 1, -2.3922, 1.1920, 2.6783, -0.0039, 0.0169, -0.0282, -0.9995
1458942364.004668, 1, -2.3922, 1.1920, 2.6783, -0.0040, 0.0168, -0.0282, -0.9995
1458942364.020593, 1, -2.3922, 1.1920, 2.6782, -0.0040, 0.0166, -0.0282, -0.9995
1458942364.034970, 1, -2.3922, 1.1920, 2.6783, -0.0041, 0.0168, -0.0283, -0.9995
1458942364.050585, 1, -2.3922, 1.1920, 2.6783, -0.0039, 0.0168, -0.0283, -0.9995
1458942364.066384, 1, -2.3922, 1.1920, 2.6783, -0.0039, 0.0168, -0.0283, -0.9994
1458942364.081808, 1, -2.3922, 1.1920, 2.6783, -0.0039, 0.0169, -0.0285, -0.9994
1458942364.097132, 1, -2.3922, 1.1920, 2.6782, -0.0040, 0.0168, -0.0284, -0.9994
1458942364.112458, 1, -2.3922, 1.1920, 2.6782, -0.0040, 0.0167, -0.0285, -0.9994
1458942364.127851, 1, -2.3922, 1.1920, 2.6782, -0.0039, 0.0168, -0.0286, -0.9994
1458942364.143928, 1, -2.3922, 1.1920, 2.6782, -0.0040, 0.0168, -0.0285, -0.9994
1458942364.158730, 1, -2.3922, 1.1920, 2.6783, -0.0040, 0.0169, -0.0285, -0.9994
1458942364.174151, 1, -2.3922, 1.1920, 2.6782, -0.0040, 0.0168, -0.0284, -0.9994
1458942364.189095, 1, -2.3922, 1.1920, 2.6782, -0.0040, 0.0167, -0.0282, -0.9995
1458942364.204129, 1, -2.3922, 1.1920, 2.6782, -0.0039, 0.0168, -0.0284, -0.9994
1458942364.220039, 1, -2.3922, 1.1920, 2.6782, -0.0041, 0.0166, -0.0283, -0.9995
1458942364.235404, 1, -2.3922, 1.1920, 2.6783, -0.0039, 0.0168, -0.0283, -0.9995
1458942364.251509, 1, -2.3922, 1.1920, 2.6783, -0.0040, 0.0167, -0.0283, -0.9995
1458942364.267226, 1, -2.3922, 1.1920, 2.6782, -0.0040, 0.0168, -0.0283, -0.9994
1458942364.281987, 1, -2.3922, 1.1920, 2.6782, -0.0039, 0.0168, -0.0282, -0.9995
1458942364.297749, 1, -2.3922, 1.1920, 2.6782, -0.0039, 0.0168, -0.0282, -0.9995
1458942364.313011, 1, -2.3922, 1.1920, 2.6782, -0.0039, 0.0168, -0.0283, -0.9995
1458942364.328192, 1, -2.3922, 1.1920, 2.6782, -0.0041, 0.0167, -0.0283, -0.9995
1458942364.343613, 1, -2.3922, 1.1920, 2.6782, -0.0039, 0.0167, -0.0283, -0.9995
1458942364.358853, 1, -2.3922, 1.1920, 2.6782, -0.0040, 0.0168, -0.0283, -0.9995
1458942364.374845, 1, -2.3922, 1.1920, 2.6782, -0.0040, 0.0167, -0.0284, -0.9994
1458942364.388799, 1, -2.3922, 1.1920, 2.6782, -0.0040, 0.0168, -0.0285, -0.9994
1458942364.404369, 1, -2.3922, 1.1920, 2.6782, -0.0039, 0.0168, -0.0284, -0.9994
1458942364.419992, 1, -2.3922, 1.1920, 2.6782, -0.0040, 0.0168, -0.0284, -0.9994
1458942364.436409, 1, -2.3922, 1.1920, 2.6782, -0.0040, 0.0168, -0.0285, -0.9994
1458942364.450798, 1, -2.3922, 1.1920, 2.6782, -0.0040, 0.0168, -0.0285, -0.9994
1458942364.465948, 1, -2.3923, 1.1920, 2.6782, -0.0039, 0.0168, -0.0284, -0.9994
1458942364.481085, 1, -2.3922, 1.1920, 2.6782, -0.0039, 0.0168, -0.0284, -0.9994
1458942364.496896, 1, -2.3923, 1.1920, 2.6782, -0.0040, 0.0167, -0.0284, -0.9994
1458942364.512411, 1, -2.3922, 1.1920, 2.6782, -0.0039, 0.0168, -0.0285, -0.9994
1458942364.527552, 1, -2.3922, 1.1920, 2.6782, -0.0039, 0.0168, -0.0284, -0.9994
1458942364.543114, 1, -2.3922, 1.1920, 2.6782, -0.0039, 0.0168, -0.0284, -0.9994
1458942364.559207, 1, -2.3922, 1.1920, 2.6782, -0.0039, 0.0168, -0.0283, -0.9995
1458942364.574833, 1, -2.3922, 1.1920, 2.6782, -0.0040, 0.0169, -0.0283, -0.9994
1458942364.589887, 1, -2.3922, 1.1920, 2.6782, -0.0040, 0.0168, -0.0283, -0.9995
1458942364.605059, 1, -2.3922, 1.1920, 2.6782, -0.0040, 0.0168, -0.0283, -0.9995
1458942364.620117, 1, -2.3922, 1.1920, 2.6782, -0.0039, 0.0169, -0.0283, -0.9994
1458942364.634646, 1, -2.3922, 1.1920, 2.6782, -0.0039, 0.0168, -0.0283, -0.9995
1458942364.650676, 1, -2.3922, 1.1920, 2.6782, -0.0039, 0.0167, -0.0284, -0.9995
1458942364.666370, 1, -2.3922, 1.1920, 2.6782, -0.0040, 0.0167, -0.0282, -0.9995
1458942364.681191, 1, -2.3922, 1.1920, 2.6783, -0.0039, 0.0167, -0.0283, -0.9995
1458942364.696850, 1, -2.3922, 1.1920, 2.6783, -0.0039, 0.0168, -0.0284, -0.9994
1458942364.713202, 1, -2.3922, 1.1920, 2.6782, -0.0039, 0.0167, -0.0284, -0.9995
1458942364.727793, 1, -2.3922, 1.1920, 2.6782, -0.0039, 0.0167, -0.0283, -0.9995
1458942364.742473, 1, -2.3921, 1.1920, 2.6782, -0.0040, 0.0166, -0.0284, -0.9995
1458942364.758207, 1, -2.3922, 1.1920, 2.6782, -0.0039, 0.0167, -0.0284, -0.9995
1458942364.773505, 1, -2.3922, 1.1920, 2.6783, -0.0039, 0.0167, -0.0284, -0.9994
1458942364.789283, 1, -2.3922, 1.1920, 2.6783, -0.0039, 0.0168, -0.0284, -0.9994
1458942364.804664, 1, -2.3922, 1.1920, 2.6783, -0.0040, 0.0167, -0.0285, -0.9994
1458942364.820370, 1, -2.3922, 1.1920, 2.6783, -0.0040, 0.0168, -0.0284, -0.9994
1458942364.834858, 1, -2.3922, 1.1920, 2.6782, -0.0039, 0.0168, -0.0284, -0.9994
1458942364.850527, 1, -2.3923, 1.1920, 2.6783, -0.0038, 0.0168, -0.0284, -0.9994
1458942364.866281, 1, -2.3922, 1.1920, 2.6783, -0.0039, 0.0168, -0.0283, -0.9995
1458942364.881589, 1, -2.3922, 1.1920, 2.6782, -0.0040, 0.0167, -0.0283, -0.9995
1458942364.896933, 1, -2.3922, 1.1920, 2.6783, -0.0039, 0.0167, -0.0282, -0.9995
1458942364.912505, 1, -2.3922, 1.1920, 2.6782, -0.0039, 0.0167, -0.0283, -0.9995
1458942364.927768, 1, -2.3922, 1.1920, 2.6783, -0.0040, 0.0166, -0.0283, -0.9995
1458942364.943899, 1, -2.3922, 1.1920, 2.6783, -0.0039, 0.0168, -0.0284, -0.9994
