1457475082.334118, 1, -2.8374, 1.0752, 2.8621, 0.6321, -0.1850, 0.3242, 0.6791
1457475082.408468, 1, -2.8430, 1.1115, 2.8558, 0.6319, -0.1734, 0.3316, 0.6787
1457475082.423737, 1, -2.8444, 1.1181, 2.8558, 0.6251, -0.1717, 0.3324, 0.6850
1457475082.440029, 1, -2.8460, 1.1241, 2.8563, 0.6137, -0.1718, 0.3333, 0.6948
1457475082.458593, 1, -2.8471, 1.1294, 2.8572, 0.5969, -0.1746, 0.3359, 0.7074
1457475082.470106, 1, -2.8491, 1.1332, 2.8581, 0.3244, -0.2174, 0.6654, -0.6362
1457475082.486879, 1, -2.8504, 1.1371, 2.8603, -0.5443, 0.1886, -0.3322, -0.7469
1457475082.501464, 1, -2.8513, 1.1408, 2.8605, -0.3236, 0.1715, -0.7214, 0.5878
1457475082.519219, 1, -2.8535, 1.1415, 2.8645, 0.4824, -0.2093, 0.3200, 0.7881
1457475082.546006, 1, -2.8570, 1.1430, 2.8680, 0.3452, -0.1330, 0.7641, -0.5285
1457475082.561756, 1, -2.8516, 1.1407, 2.8676, 0.3441, -0.1421, 0.7433, -0.5558
1457475082.578547, 1, -2.8599, 1.1441, 2.8739, 0.3413, -0.1000, 0.7965, -0.4889
1457475082.594632, 1, -2.8617, 1.1448, 2.8764, -0.3696, 0.2615, -0.2897, -0.8432
1457475082.607811, 1, -2.8598, 1.1431, 2.8779, 0.3344, -0.0696, 0.8163, -0.4659
1457475083.225886, 1, -2.9991, 1.5702, 2.9645, 0.5961, 0.6189, -0.2014, -0.4701
1457475083.256798, 1, -3.0070, 1.5842, 2.9667, 0.5969, 0.6274, -0.2040, -0.4565
1457475083.271380, 1, -3.0094, 1.5906, 2.9675, 0.6007, 0.6307, -0.2016, -0.4480
1457475083.287411, 1, -3.0140, 1.5965, 2.9684, 0.6046, 0.6347, -0.2014, -0.4370
1457475083.303923, 1, -3.0181, 1.6021, 2.9691, 0.6087, 0.6401, -0.2003, -0.4238
1457475083.319093, 1, -3.0226, 1.6072, 2.9699, 0.6100, 0.6471, -0.1994, -0.4116
1457475083.334090, 1, -3.0269, 1.6119, 2.9708, 0.6080, 0.6555, -0.1994, -0.4011
1457475083.351629, 1, -3.0304, 1.6159, 2.9718, 0.6057, 0.6645, -0.1981, -0.3903
1457475083.364386, 1, -3.0352, 1.6193, 2.9728, 0.6013, 0.6731, -0.1973, -0.3827
1457475083.380198, 1, -3.0378, 1.6221, 2.9738, 0.5983, 0.6800, -0.1954, -0.3761
1457475083.395654, 1, -3.0408, 1.6244, 2.9746, 0.5965, 0.6828, -0.1971, -0.3731
1457475083.411716, 1, -3.0416, 1.6263, 2.9752, 0.5966, 0.6848, -0.1958, -0.3697
1457475083.423990, 1, -3.0446, 1.6278, 2.9762, 0.5990, 0.6811, -0.1991, -0.3711
1457475083.440663, 1, -3.0450, 1.6289, 2.9766, 0.5991, 0.6832, -0.1986, -0.3672
1457475083.456478, 1, -3.0458, 1.6297, 2.9772, 0.6006, 0.6824, -0.1999, -0.3655
1457475083.471224, 1, -3.0462, 1.6302, 2.9779, 0.6020, 0.6818, -0.2011, -0.3638
1457475083.486382, 1, -3.0465, 1.6304, 2.9789, 0.6035, 0.6807, -0.2012, -0.3633
1457475083.506159, 1, -3.0450, 1.6304, 2.9798, 0.6050, 0.6798, -0.1993, -0.3634
1457475083.520733, 1, -3.0447, 1.6303, 2.9808, 0.6047, 0.6806, -0.1971, -0.3637
1457475083.534544, 1, -3.0454, 1.6301, 2.9819, 0.6027, 0.6816, -0.1968, -0.3653
1457475083.550253, 1, -3.0448, 1.6297, 2.9829, 0.6024, 0.6819, -0.1961, -0.3656
1457475083.565322, 1, -3.0440, 1.6292, 2.9837, 0.6028, 0.6819, -0.1957, -0.3652
1457475083.579412, 1, -3.0425, 1.6287, 2.9845, 0.6038, 0.6824, -0.1932, -0.3638
1457475083.595212, 1, -3.0419, 1.6281, 2.9853, 0.6051, 0.6814, -0.1938, -0.3632
1457475083.611550, 1, -3.0408, 1.6275, 2.9861, 0.6071, 0.6790, -0.1942, -0.3642
1457475083.626020, 1, -3.0396, 1.6268, 2.9870, 0.6066, 0.6797, -0.1915, -0.3653
1457475083.640642, 1, -3.0377, 1.6262, 2.9879, 0.6064, 0.6798, -0.1886, -0.3670
1457475083.654917, 1, -3.0366, 1.6255, 2.9887, 0.6063, 0.6791, -0.1870, -0.3691
1457475083.670760, 1, -3.0359, 1.6248, 2.9893, 0.6072, 0.6781, -0.1865, -0.3699
1457475083.686179, 1, -3.0351, 1.6243, 2.9896, 0.6080, 0.6778, -0.1850, -0.3698
1457475083.701108, 1, -3.0332, 1.6239, 2.9897, 0.6073, 0.6794, -0.1831, -0.3689
1457475083.716671, 1, -3.0325, 1.6235, 2.9897, 0.6068, 0.6797, -0.1836, -0.3690
1457475083.731947, 1, -3.0326, 1.6231, 2.9895, 0.6077, 0.6780, -0.1862, -0.3692
1457475083.749465, 1, -3.0308, 1.6228, 2.9892, 0.6103, 0.6761, -0.1858, -0.3686
1457475083.764674, 1, -3.0300, 1.6225, 2.9889, 0.6101, 0.6752, -0.1874, -0.3699
1457475083.777926, 1, -3.0303, 1.6221, 2.9888, 0.6099, 0.6737, -0.1893, -0.3720
1457475083.794086, 1, -3.0297, 1.6217, 2.9887, 0.6102, 0.6721, -0.1906, -0.3737
1457475083.809108, 1, -3.0292, 1.6213, 2.9888, 0.6099, 0.6705, -0.1918, -0.3764
1457475083.823862, 1, -3.0281, 1.6210, 2.9891, 0.6085, 0.6702, -0.1917, -0.3792
1457475083.839438, 1, -3.0284, 1.6203, 2.9895, 0.6067, 0.6695, -0.1932, -0.3827
