1458080676.578329, 1, -3.2999, 1.6683, 2.9289, 0.0335, 0.1813, -0.0052, 0.9829
1458080676.593580, 1, -3.2994, 1.6688, 2.9277, 0.0456, 0.1810, 0.0017, 0.9824
1458080676.610860, 1, -3.3002, 1.6688, 2.9270, 0.0519, 0.1790, 0.0063, 0.9825
1458080676.624731, 1, -3.3006, 1.6689, 2.9268, 0.0540, 0.1747, 0.0098, 0.9831
1458080676.639426, 1, -3.3010, 1.6688, 2.9269, 0.0521, 0.1697, 0.0111, 0.9840
1458080676.655949, 1, -3.3013, 1.6685, 2.9271, 0.0489, 0.1647, 0.0099, 0.9851
1458080676.670303, 1, -3.3015, 1.6683, 2.9274, 0.0439, 0.1604, 0.0077, 0.9860
1458080676.684139, 1, -3.3021, 1.6679, 2.9277, 0.0396, 0.1591, 0.0057, 0.9864
1458080676.701628, 1, -3.3010, 1.6674, 2.9278, 0.0380, 0.1571, 0.0050, 0.9868
1458080676.716362, 1, -3.3004, 1.6671, 2.9279, 0.0412, 0.1565, 0.0056, 0.9868
1458080676.732493, 1, -3.3001, 1.6668, 2.9279, 0.0459, 0.1566, 0.0078, 0.9866
1458080676.745872, 1, -3.2999, 1.6665, 2.9279, 0.0477, 0.1560, 0.0102, 0.9866
1458080676.761114, 1, -3.2999, 1.6661, 2.9278, 0.0494, 0.1541, 0.0112, 0.9868
1458080676.777217, 1, -3.3001, 1.6658, 2.9277, 0.0493, 0.1523, 0.0118, 0.9870
1458080676.792482, 1, -3.3005, 1.6655, 2.9277, 0.0466, 0.1497, 0.0106, 0.9876
1458080676.806168, 1, -3.3009, 1.6651, 2.9275, 0.0438, 0.1453, 0.0087, 0.9884
1458080676.836700, 1, -3.3023, 1.6647, 2.9270, 0.0497, 0.1350, 0.0159, 0.9895
1458080676.852464, 1, -3.3031, 1.6646, 2.9265, 0.0538, 0.1304, 0.0202, 0.9898
1458080676.867684, 1, -3.3039, 1.6644, 2.9262, 0.0564, 0.1274, 0.0228, 0.9900
1458080676.883229, 1, -3.3046, 1.6640, 2.9258, 0.0575, 0.1264, 0.0239, 0.9900
1458080676.959854, 1, -3.3080, 1.6620, 2.9254, 0.0486, 0.1162, 0.0266, 0.9917
1458080677.005868, 1, -3.3078, 1.6612, 2.9260, 0.0359, 0.1256, 0.0202, 0.9912
1458080677.021914, 1, -3.3075, 1.6606, 2.9259, 0.0261, 0.1325, 0.0185, 0.9907
1458080677.037388, 1, -3.3073, 1.6602, 2.9259, 0.0153, 0.1372, 0.0160, 0.9903
1458080677.052005, 1, -3.3069, 1.6596, 2.9259, 0.0055, 0.1368, 0.0132, 0.9905
1458080677.068612, 1, -3.3068, 1.6593, 2.9257, 0.0014, 0.1334, 0.0104, 0.9910
1458080677.083902, 1, -3.3063, 1.6593, 2.9255, -0.0011, 0.1295, 0.0103, 0.9915
1458080677.097859, 1, -3.3067, 1.6593, 2.9252, -0.0011, 0.1264, 0.0101, 0.9919
1458080677.113782, 1, -3.3057, 1.6591, 2.9246, -0.0015, 0.1221, 0.0097, 0.9925
1458080677.130161, 1, -3.3058, 1.6590, 2.9240, -0.0015, 0.1186, 0.0100, 0.9929
1458080677.145598, 1, -3.3059, 1.6589, 2.9236, -0.0015, 0.1150, 0.0111, 0.9933
1458080678.036809, 1, -3.3036, 1.6600, 2.9242, 0.0353, 0.1182, 0.0206, 0.9921
1458080678.052059, 1, -3.3037, 1.6600, 2.9242, 0.0360, 0.1182, 0.0207, 0.9921
1458080678.068050, 1, -3.3037, 1.6601, 2.9243, 0.0363, 0.1185, 0.0206, 0.9921
1458080678.083705, 1, -3.3038, 1.6601, 2.9243, 0.0364, 0.1197, 0.0204, 0.9919
1458080678.100379, 1, -3.3039, 1.6602, 2.9243, 0.0361, 0.1210, 0.0203, 0.9918
1458080678.115932, 1, -3.3040, 1.6603, 2.9243, 0.0354, 0.1217, 0.0199, 0.9917
1458080678.131078, 1, -3.3042, 1.6604, 2.9244, 0.0345, 0.1220, 0.0194, 0.9917
1458080678.145449, 1, -3.3043, 1.6604, 2.9244, 0.0340, 0.1222, 0.0188, 0.9917
1458080678.159783, 1, -3.3046, 1.6605, 2.9243, 0.0339, 0.1216, 0.0188, 0.9918
1458080678.176034, 1, -3.3045, 1.6605, 2.9241, 0.0349, 0.1233, 0.0185, 0.9916
1458080678.192005, 1, -3.3049, 1.6606, 2.9240, 0.0343, 0.1226, 0.0185, 0.9917
1458080678.206629, 1, -3.3061, 1.6608, 2.9240, 0.0339, 0.1231, 0.0188, 0.9916
1458080678.220601, 1, -3.3064, 1.6608, 2.9239, 0.0334, 0.1234, 0.0186, 0.9916
1458080678.235908, 1, -3.3067, 1.6609, 2.9239, 0.0326, 0.1241, 0.0185, 0.9916
1458080678.252427, 1, -3.3063, 1.6610, 2.9238, 0.0318, 0.1240, 0.0182, 0.9916
1458080678.267952, 1, -3.3065, 1.6610, 2.9236, 0.0326, 0.1249, 0.0178, 0.9915
1458080678.406087, 1, -3.3082, 1.6613, 2.9219, 0.0334, 0.1236, 0.0206, 0.9916
1458080678.421047, 1, -3.3083, 1.6613, 2.9217, 0.0337, 0.1244, 0.0206, 0.9914
1458080678.436771, 1, -3.3083, 1.6613, 2.9216, 0.0340, 0.1250, 0.0204, 0.9914
1458080678.451781, 1, -3.3083, 1.6614, 2.9217, 0.0343, 0.1253, 0.0201, 0.9913
1458080678.468566, 1, -3.3082, 1.6614, 2.9217, 0.0341, 0.1253, 0.0197, 0.9913
